"","summary.mean","summary.se_mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.n_eff","summary.Rhat","c_summary.mean.chain.1","c_summary.sd.chain.1","c_summary.2.5..chain.1","c_summary.25..chain.1","c_summary.50..chain.1","c_summary.75..chain.1","c_summary.97.5..chain.1"
"phi[7,2]",0.258626807731072,0.0036708852031829,0.112403091352488,0.039795403218474,0.180923310514714,0.256485637308624,0.339268986213067,0.470215270905276,937.594183234242,0.99910698646491,0.258626807731072,0.112403091352488,0.039795403218474,0.180923310514714,0.256485637308624,0.339268986213067,0.470215270905276
"phi[7,3]",0.25397497907078,0.00462865649979514,0.146370970458953,0.0155560725963203,0.141868251967119,0.245137218843255,0.356426325086601,0.551367700526009,1000,0.99947565239796,0.25397497907078,0.146370970458953,0.0155560725963203,0.141868251967119,0.245137218843255,0.356426325086601,0.551367700526009
"phi[8,1]",0.290631111571746,0.00421354161116893,0.132378178733527,0.040748806717032,0.196788937828946,0.287866394953961,0.386023650546345,0.540713183004631,987.047900573667,0.999055777293637,0.290631111571746,0.132378178733527,0.040748806717032,0.196788937828946,0.287866394953961,0.386023650546345,0.540713183004631
"phi[8,2]",0.278548890683335,0.00469333923593858,0.138305152765438,0.0323947162468754,0.176895735408097,0.27208923848581,0.378900019215676,0.546906999788606,868.386031274497,0.999053161626965,0.278548890683335,0.138305152765438,0.0323947162468754,0.176895735408097,0.27208923848581,0.378900019215676,0.546906999788606
"phi[8,3]",0.430819997744919,0.0034996023289216,0.103942056794649,0.231904748217329,0.359720667831375,0.428600762795224,0.499884460190688,0.630045633085728,882.155647813097,0.998999536765436,0.430819997744919,0.103942056794649,0.231904748217329,0.359720667831375,0.428600762795224,0.499884460190688,0.630045633085728
"phi[9,1]",0.485800118898214,0.00451228505490424,0.141879851774493,0.22412530871383,0.388406562215264,0.491640165425305,0.585692439740926,0.761367723797237,988.663263490537,1.00067880254591,0.485800118898214,0.141879851774493,0.22412530871383,0.388406562215264,0.491640165425305,0.585692439740926,0.761367723797237
"phi[9,2]",0.340906919618639,0.00464324861325826,0.146832413603144,0.0715351489964128,0.232260450694905,0.334948471167131,0.443985165344938,0.645703936041668,1000,1.00265087840479,0.340906919618639,0.146832413603144,0.0715351489964128,0.232260450694905,0.334948471167131,0.443985165344938,0.645703936041668
"phi[9,3]",0.173292961483147,0.00270168930800007,0.0848173498212165,0.0153020628648469,0.113270801123919,0.173143986498515,0.232135554434752,0.343428966397824,985.595220717213,1.00029579788557,0.173292961483147,0.0848173498212165,0.0153020628648469,0.113270801123919,0.173143986498515,0.232135554434752,0.343428966397824
"phi[10,1]",0.664377804422283,0.00378559240504878,0.119710942929888,0.43430271811101,0.586851238019761,0.666692420081892,0.751944091268277,0.887290708191139,1000,0.999809708932895,0.664377804422283,0.119710942929888,0.43430271811101,0.586851238019761,0.666692420081892,0.751944091268277,0.887290708191139
"phi[10,2]",0.210654087529502,0.00395705007480701,0.116285739888047,0.0210021074184347,0.11835987960079,0.204496002645035,0.294227660623259,0.447830138278683,863.594422424476,1.00126178321191,0.210654087529502,0.116285739888047,0.0210021074184347,0.11835987960079,0.204496002645035,0.294227660623259,0.447830138278683
"phi[10,3]",0.124968108048215,0.00226902082872788,0.0717527387714291,0.0103169986986601,0.0687037296024127,0.116794011097049,0.177389645509518,0.276579273053413,1000,0.999873698319602,0.124968108048215,0.0717527387714291,0.0103169986986601,0.0687037296024127,0.116794011097049,0.177389645509518,0.276579273053413
"phi[11,1]",0.25710156681117,0.0047583379882194,0.150471859196768,0.0191630192001236,0.140555126344183,0.244316081476878,0.356263439811508,0.57813212560776,1000,0.999470165608931,0.25710156681117,0.150471859196768,0.0191630192001236,0.140555126344183,0.244316081476878,0.356263439811508,0.57813212560776
"phi[11,2]",0.421696574486606,0.00392244782168381,0.122782981215345,0.182157234250861,0.339470573458105,0.423622315576519,0.502509822734112,0.659020517721119,979.855416761528,0.999928879645397,0.421696574486606,0.122782981215345,0.182157234250861,0.339470573458105,0.423622315576519,0.502509822734112,0.659020517721119
"phi[11,3]",0.321201858702225,0.00495597098613833,0.153724806444951,0.0371813971269974,0.216647170267348,0.311321657101538,0.423480642039526,0.62774122141641,962.122562656576,1.00107893963996,0.321201858702225,0.153724806444951,0.0371813971269974,0.216647170267348,0.311321657101538,0.423480642039526,0.62774122141641
"phi[12,1]",0.389205324685216,0.00506605577671403,0.156079810556008,0.089821329615651,0.28187963811989,0.384661297614705,0.495071770850332,0.699212817328849,949.190809399648,0.999691633008326,0.389205324685216,0.156079810556008,0.089821329615651,0.28187963811989,0.384661297614705,0.495071770850332,0.699212817328849
"phi[12,2]",0.286166039122338,0.0034276779321469,0.108171828245369,0.0785140412604191,0.210220898125745,0.288984348786773,0.360870067696081,0.494368730328188,995.928872392392,0.999496670344052,0.286166039122338,0.108171828245369,0.0785140412604191,0.210220898125745,0.288984348786773,0.360870067696081,0.494368730328188
"phi[12,3]",0.324628636192446,0.00494714668382857,0.150602668239793,0.0620815482697406,0.211378505317688,0.321530388414241,0.431241903629746,0.618642172316324,926.735410690155,0.999126007400287,0.324628636192446,0.150602668239793,0.0620815482697406,0.211378505317688,0.321530388414241,0.431241903629746,0.618642172316324
"phi[13,1]",0.366559453094798,0.00369747077184063,0.108282754292503,0.160629559322423,0.289578116661824,0.366596379396572,0.436465129133182,0.574474260854899,857.648018878726,0.999125917608015,0.366559453094798,0.108282754292503,0.160629559322423,0.289578116661824,0.366596379396572,0.436465129133182,0.574474260854899
"phi[13,2]",0.496919981015679,0.00333125477659057,0.104171903562415,0.298008403334213,0.425529309059282,0.495737819311578,0.567468630313981,0.724398900360006,977.879861296395,0.999038832697772,0.496919981015679,0.104171903562415,0.298008403334213,0.425529309059282,0.495737819311578,0.567468630313981,0.724398900360006
