"","summary.mean","summary.se_mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.n_eff","summary.Rhat","c_summary.mean.chain.1","c_summary.sd.chain.1","c_summary.2.5..chain.1","c_summary.25..chain.1","c_summary.50..chain.1","c_summary.75..chain.1","c_summary.97.5..chain.1"
"N_tot[5]",7.4775828914916,0.00691740483775688,0.218747547847792,7.04520640027959,7.32915999632985,7.48539495462014,7.62361799835222,7.91691697686891,1000,0.999484863219758,7.4775828914916,0.218747547847792,7.04520640027959,7.32915999632985,7.48539495462014,7.62361799835222,7.91691697686891
"N_tot[6]",11.1586896211218,0.00652652261053621,0.206386766498825,10.7676967874123,11.0094341462896,11.1643206633163,11.2907542458077,11.5802152258929,1000,0.999425998955568,11.1586896211218,0.206386766498825,10.7676967874123,11.0094341462896,11.1643206633163,11.2907542458077,11.5802152258929
"N_tot[7]",9.84868962112185,0.00652652261053621,0.206386766498825,9.45769678741233,9.6994341462896,9.85432066331632,9.98075424580766,10.2702152258929,1000,0.999425998955568,9.84868962112185,0.206386766498825,9.45769678741233,9.6994341462896,9.85432066331632,9.98075424580766,10.2702152258929
"N_tot[8]",11.1508088533244,0.00674575431919864,0.213319481845862,10.758240100851,11.001455109549,11.1395929532734,11.292984108554,11.5985149200125,1000,0.999493264220246,11.1508088533244,0.213319481845862,10.758240100851,11.001455109549,11.1395929532734,11.292984108554,11.5985149200125
"N_tot[9]",11.5808088533244,0.00674575431919864,0.213319481845862,11.1882401008511,11.431455109549,11.5695929532734,11.722984108554,12.0285149200125,1000,0.999493264220248,11.5808088533244,0.213319481845862,11.1882401008511,11.431455109549,11.5695929532734,11.722984108554,12.0285149200125
"N_tot[10]",8.8475828914916,0.00691740483775688,0.218747547847793,8.41520640027959,8.69915999632985,8.85539495462013,8.99361799835222,9.28691697686891,1000,0.99948486321976,8.8475828914916,0.218747547847793,8.41520640027959,8.69915999632985,8.85539495462013,8.99361799835222,9.28691697686891
"N_tot[11]",9.87868962112185,0.00652652261053621,0.206386766498825,9.48769678741233,9.72943414628961,9.88432066331632,10.0107542458077,10.3002152258929,1000,0.99942599895557,9.87868962112185,0.206386766498825,9.48769678741233,9.72943414628961,9.88432066331632,10.0107542458077,10.3002152258929
"N_tot[12]",8.69868962112185,0.00652652261053621,0.206386766498825,8.30769678741233,8.5494341462896,8.70432066331632,8.83075424580766,9.1202152258929,1000,0.999425998955567,8.69868962112185,0.206386766498825,8.30769678741233,8.5494341462896,8.70432066331632,8.83075424580766,9.1202152258929
"N_tot[13]",7.5975828914916,0.00691740483775688,0.218747547847792,7.16520640027958,7.44915999632985,7.60539495462013,7.74361799835222,8.03691697686891,1000,0.999484863219759,7.5975828914916,0.218747547847792,7.16520640027958,7.44915999632985,7.60539495462013,7.74361799835222,8.03691697686891
"N_tot[14]",6.3275828914916,0.00691740483775688,0.218747547847792,5.89520640027959,6.17915999632986,6.33539495462013,6.47361799835222,6.76691697686891,1000,0.999484863219759,6.3275828914916,0.218747547847792,5.89520640027959,6.17915999632986,6.33539495462013,6.47361799835222,6.76691697686891
"N_tot[15]",7.94585715342024,0.00692689951389211,0.219047795870122,7.52510811098763,7.79568765688224,7.94495447325897,8.09704556343023,8.40817325999834,1000,0.999851845587008,7.94585715342024,0.219047795870122,7.52510811098763,7.79568765688224,7.94495447325897,8.09704556343023,8.40817325999834
"N_tot[16]",7.92585715342024,0.00692689951389212,0.219047795870122,7.50510811098763,7.77568765688224,7.92495447325897,8.07704556343023,8.38817325999834,1000,0.999851845587009,7.92585715342024,0.219047795870122,7.50510811098763,7.77568765688224,7.92495447325897,8.07704556343023,8.38817325999834
"N_tot[17]",8.06585715342024,0.00692689951389212,0.219047795870122,7.64510811098763,7.91568765688224,8.06495447325897,8.21704556343023,8.52817325999834,1000,0.999851845587009,8.06585715342024,0.219047795870122,7.64510811098763,7.91568765688224,8.06495447325897,8.21704556343023,8.52817325999834
"dC_exp[1]",-18.2516740545224,0.00320273309645993,0.101279313224171,-18.4516931814785,-18.3229981023855,-18.2475051268989,-18.1785531306265,-18.0608076366167,1000,0.999005935690267,-18.2516740545224,0.101279313224171,-18.4516931814785,-18.3229981023855,-18.2475051268989,-18.1785531306265,-18.0608076366167
"dC_exp[2]",-19.9829596728064,0.0119485772435239,0.356150951265583,-20.8044788631622,-20.1615942955604,-19.9655638157352,-19.7679931791412,-19.360847113685,888.455798974895,1.00045646738423,-19.9829596728064,0.356150951265583,-20.8044788631622,-20.1615942955604,-19.9655638157352,-19.7679931791412,-19.360847113685
"dC_exp[3]",-18.9919429586938,0.00144919814653179,0.0448746416151875,-19.0787511418342,-19.0207281978065,-18.9923063499884,-18.9621493524036,-18.900515379527,958.840669566773,0.999029765622158,-18.9919429586938,0.0448746416151875,-19.0787511418342,-19.0207281978065,-18.9923063499884,-18.9621493524036,-18.900515379527
"dC_exp[4]",-20.2455389149095,0.0116332434546616,0.367875458919763,-21.0008727208094,-20.4410703024628,-20.2374047519276,-20.0460794354613,-19.4755242919523,1000,1.00141822199115,-20.2455389149095,0.367875458919763,-21.0008727208094,-20.4410703024628,-20.2374047519276,-20.0460794354613,-19.4755242919523
"dC_exp[5]",-18.7692133949212,0.00268329255446849,0.0848531610069185,-18.9443172041127,-18.8254046614653,-18.7682006488345,-18.7138500309594,-18.6175157022702,1000,0.999552044841557,-18.7692133949212,0.0848531610069185,-18.9443172041127,-18.8254046614653,-18.7682006488345,-18.7138500309594,-18.6175157022702
"dC_exp[6]",-18.3845870659632,0.00714770104654573,0.226030153410537,-18.8015669777471,-18.5319853482324,-18.3906352346173,-18.247006454244,-17.9122384246179,1000,0.999471353612892,-18.3845870659632,0.226030153410537,-18.8015669777471,-18.5319853482324,-18.3906352346173,-18.247006454244,-17.9122384246179
"dC_exp[7]",-19.1308976799235,0.00261564680059497,0.0827140144441236,-19.2938029778247,-19.1868352898232,-19.1296925664766,-19.073695127674,-18.9658242427966,1000,0.999787062643616,-19.1308976799235,0.0827140144441236,-19.2938029778247,-19.1868352898232,-19.1296925664766,-19.073695127674,-18.9658242427966
"dC_exp[8]",-18.8589858509478,0.00513071241034731,0.1622473723599,-19.1632874794743,-18.9636750878259,-18.8633061956944,-18.7556008052611,-18.5390830304837,1000,1.00219626380157,-18.8589858509478,0.1622473723599,-19.1632874794743,-18.9636750878259,-18.8633061956944,-18.7556008052611,-18.5390830304837
"dC_exp[9]",-18.5816954297363,0.00303700238877533,0.0947832780592145,-18.7645488713947,-18.6400700283458,-18.5852457211159,-18.5201056006149,-18.3943309666391,974.031903852647,0.999122151208247,-18.5816954297363,0.0947832780592145,-18.7645488713947,-18.6400700283458,-18.5852457211159,-18.5201056006149,-18.3943309666391
"dC_exp[10]",-18.3660053967518,0.00239418561223849,0.0757107967587833,-18.5163184796961,-18.4123275677931,-18.3659989240133,-18.3206427803434,-18.2131571053721,1000,0.999887890861894,-18.3660053967518,0.0757107967587833,-18.5163184796961,-18.4123275677931,-18.3659989240133,-18.3206427803434,-18.2131571053721
"dC_exp[11]",-18.5618924254247,0.00349658721918574,0.104470379418104,-18.770341792301,-18.6296674931261,-18.5662036387109,-18.4921765296664,-18.3643336409373,892.683715560332,0.999179444423651,-18.5618924254247,0.104470379418104,-18.770341792301,-18.6296674931261,-18.5662036387109,-18.4921765296664,-18.3643336409373
"dC_exp[12]",-19.3954182818375,0.00377362016836495,0.119332347563813,-19.629620918461,-19.4752823538404,-19.3964976715968,-19.320284438285,-19.1506163384118,1000,0.999018215098145,-19.3954182818375,0.119332347563813,-19.629620918461,-19.4752823538404,-19.3964976715968,-19.320284438285,-19.1506163384118
"dC_exp[13]",-18.0085433841415,0.00237745117908303,0.0743342960511709,-18.1575533322684,-18.0581249231507,-18.0038883645521,-17.9603363918587,-17.865515578724,977.586624947969,1.00097706434241,-18.0085433841415,0.0743342960511709,-18.1575533322684,-18.0581249231507,-18.0038883645521,-17.9603363918587,-17.865515578724
"dC_exp[14]",-18.4913105580344,0.00464604888663402,0.146920966022529,-18.7868803522468,-18.5857668229793,-18.4891349637156,-18.3927845756516,-18.2074773941592,1000,0.998999588030889,-18.4913105580344,0.146920966022529,-18.7868803522468,-18.5857668229793,-18.4891349637156,-18.3927845756516,-18.2074773941592
"dC_exp[15]",-19.8963914951063,0.00755391231620773,0.238875681644145,-20.384280838141,-20.049233269951,-19.8890300090484,-19.7467735461583,-19.3983204355605,1000,0.999427183443218,-19.8963914951063,0.238875681644145,-20.384280838141,-20.049233269951,-19.8890300090484,-19.7467735461583,-19.3983204355605
"dC_exp[16]",-20.2396596485171,0.0035599878972845,0.112576701980526,-20.4462515778373,-20.3167602421874,-20.2430057929871,-20.1644359525458,-20.0078352572895,1000,0.999527669217793,-20.2396596485171,0.112576701980526,-20.4462515778373,-20.3167602421874,-20.2430057929871,-20.1644359525458,-20.0078352572895
"dC_exp[17]",-19.4672537563789,0.00327490546453555,0.0963625532999811,-19.6483109943883,-19.5302699232918,-19.4690601833711,-19.4071171395421,-19.2730436252793,865.802951553425,1.00327916356608,-19.4672537563789,0.0963625532999811,-19.6483109943883,-19.5302699232918,-19.4690601833711,-19.4071171395421,-19.2730436252793
"dN_exp[1]",15.9432733518095,0.00326782261009893,0.10333762437309,15.7514097913621,15.8735929466307,15.9412150352616,16.0107041070106,16.1543887830689,1000,0.999399295432317,15.9432733518095,0.10333762437309,15.7514097913621,15.8735929466307,15.9412150352616,16.0107041070106,16.1543887830689
"dN_exp[2]",7.24562130099418,0.0160676357286892,0.508103255165571,6.14289576411056,6.95787345975369,7.28984237328008,7.56379411278593,8.17656014611153,1000,0.999001731345278,7.24562130099418,0.508103255165571,6.14289576411056,6.95787345975369,7.28984237328008,7.56379411278593,8.17656014611153
"dN_exp[3]",13.2289804805516,0.00153803896137771,0.046697108876342,13.1361214176326,13.1997932681354,13.2279290153972,13.2600291824396,13.3242310751382,921.818271967743,0.999002933864039,13.2289804805516,0.046697108876342,13.1361214176326,13.1997932681354,13.2279290153972,13.2600291824396,13.3242310751382
"dN_exp[4]",6.71354869038862,0.0159322914279052,0.503823292577569,5.57854297960484,6.41142577984391,6.76471871599219,7.03362143930371,7.63879102651414,1000,0.999007905221416,6.71354869038862,0.503823292577569,5.57854297960484,6.41142577984391,6.76471871599219,7.03362143930371,7.63879102651414
"dN_exp[5]",11.0690381138328,0.00252260937082669,0.0766310506207333,10.9115850529445,11.020434708104,11.0704761964856,11.1202190222809,11.2116005377848,922.804174075481,0.999864901534317,11.0690381138328,0.0766310506207333,10.9115850529445,11.020434708104,11.0704761964856,11.1202190222809,11.2116005377848
"dN_exp[6]",14.7534799616462,0.00187479308104175,0.0592861627761656,14.641318810218,14.7170407715454,14.751611747994,14.7911497777035,14.8731910584362,1000,0.999026368748532,14.7534799616462,0.0592861627761656,14.641318810218,14.7170407715454,14.751611747994,14.7911497777035,14.8731910584362
"dN_exp[7]",13.4451037277955,0.00169357282719793,0.0535080593935414,13.3423105286124,13.4113200201655,13.4443367894064,13.4776626610467,13.5561856870197,998.230067439693,0.999146863608401,13.4451037277955,0.0535080593935414,13.3423105286124,13.4113200201655,13.4443367894064,13.4776626610467,13.5561856870197
"dN_exp[8]",14.7536406991706,0.00227193114873739,0.0718447711709295,14.6092097040065,14.7081644048866,14.7542033529919,14.8004322586837,14.8902883600634,1000,0.999025316437185,14.7536406991706,0.0718447711709295,14.6092097040065,14.7081644048866,14.7542033529919,14.8004322586837,14.8902883600634
"dN_exp[9]",15.1705123415069,0.00221930724695402,0.0698924810939002,15.0376599580535,15.122130188735,15.1709405956044,15.2193943122301,15.305133664298,991.80445031799,0.99905199951322,15.1705123415069,0.0698924810939002,15.0376599580535,15.122130188735,15.1709405956044,15.2193943122301,15.305133664298
"dN_exp[10]",12.440697215189,0.00286120191767487,0.0888824504431566,12.2626279458303,12.3862361967109,12.4396048146344,12.5011465405213,12.6057950557949,965.01713283548,0.999406808116256,12.440697215189,0.0888824504431566,12.2626279458303,12.3862361967109,12.4396048146344,12.5011465405213,12.6057950557949
"dN_exp[11]",13.4657540359767,0.00191664437862558,0.059751044690077,13.3478913630266,13.4254336448017,13.4644526337729,13.5043175133301,13.5858237299111,971.869440497022,0.999984115708386,13.4657540359767,0.059751044690077,13.3478913630266,13.4254336448017,13.4644526337729,13.5043175133301,13.5858237299111
"dN_exp[12]",12.2960698285438,0.00161077682211199,0.0509372356008175,12.195827924091,12.263288399545,12.2954298845771,12.3291264111322,12.3991314682782,1000,0.999275523787784,12.2960698285438,0.0509372356008175,12.195827924091,12.263288399545,12.2954298845771,12.3291264111322,12.3991314682782
"dN_exp[13]",11.172430843827,0.00242645922870625,0.0767313781224716,11.0202517664998,11.122768114316,11.1734682214201,11.2211389007479,11.3213152487643,1000,0.99913187449872,11.172430843827,0.0767313781224716,11.0202517664998,11.122768114316,11.1734682214201,11.2211389007479,11.3213152487643
"dN_exp[14]",9.91031411629894,0.00250094039152359,0.0788500217598001,9.75491849421743,9.85767661502648,9.90973327956668,9.95967665231739,10.0732670052193,994.02419085644,0.999328519352106,9.91031411629894,0.0788500217598001,9.75491849421743,9.85767661502648,9.90973327956668,9.95967665231739,10.0732670052193
"dN_exp[15]",11.542567668315,0.00220831972673821,0.0623189003650372,11.4172042613628,11.5024676503578,11.5442541727382,11.5856155862799,11.6596778563144,796.371407565891,0.999054908650452,11.542567668315,0.0623189003650372,11.4172042613628,11.5024676503578,11.5442541727382,11.5856155862799,11.6596778563144
"dN_exp[16]",11.5331702741928,0.00195335662305869,0.0608899115899619,11.4110751414716,11.4920917973417,11.5325244635911,11.5738970973045,11.650776276683,971.689720082942,0.999544177493119,11.5331702741928,0.0608899115899619,11.4110751414716,11.4920917973417,11.5325244635911,11.5738970973045,11.650776276683
"dN_exp[17]",11.6551115610793,0.00206664274014236,0.064439663267088,11.5228439563098,11.6112682182474,11.6568572490918,11.7005516228398,11.7730110010153,972.244983758072,0.999831059270904,11.6551115610793,0.064439663267088,11.5228439563098,11.6112682182474,11.6568572490918,11.7005516228398,11.7730110010153
"dH_exp[1]",-37.1253477838379,0.0794590389960715,2.38324732235653,-41.8709280845099,-38.7115380601313,-37.078068940825,-35.4670580745923,-32.779230343584,899.604483034556,0.999160949028302,-37.1253477838379,2.38324732235653,-41.8709280845099,-38.7115380601313,-37.078068940825,-35.4670580745923,-32.779230343584
"dH_exp[2]",-162.024070819274,0.211762976025967,6.68915804227888,-172.498850069027,-165.722691042511,-163.117138333602,-159.036782697111,-144.409459125979,997.798508745531,0.999647999534681,-162.024070819274,6.68915804227888,-172.498850069027,-165.722691042511,-163.117138333602,-159.036782697111,-144.409459125979
"dH_exp[3]",-128.522076054843,0.0702204737724225,2.09383528856704,-132.649848050821,-129.938694296953,-128.585380393219,-127.083353939309,-124.486014584394,889.114144498484,1.00044629311947,-128.522076054843,2.09383528856704,-132.649848050821,-129.938694296953,-128.585380393219,-127.083353939309,-124.486014584394
"dH_exp[4]",-140.277539239866,0.197284400705504,6.23868053050721,-154.32209914432,-143.181515761047,-139.631134254424,-136.421199645717,-130.143582666463,1000,1.0005779508647,-140.277539239866,6.23868053050721,-154.32209914432,-143.181515761047,-139.631134254424,-136.421199645717,-130.143582666463
"dH_exp[5]",-135.594138080541,0.0754648550607199,2.38640825286359,-140.410478368826,-137.201637210335,-135.582457651197,-133.943809166297,-131.097774826917,1000,1.00053814065584,-135.594138080541,2.38640825286359,-140.410478368826,-137.201637210335,-135.582457651197,-133.943809166297,-131.097774826917
"dH_exp[6]",-137.232889474126,0.295050032442612,9.0639882789684,-155.468884832982,-142.923919919701,-137.553466328204,-131.61568777536,-118.223630779555,943.72907885106,0.999163408620518,-137.232889474126,9.0639882789684,-155.468884832982,-142.923919919701,-137.553466328204,-131.61568777536,-118.223630779555
"dH_exp[7]",-119.080095485155,0.070750782263721,2.11335456649063,-123.146804819822,-120.505609308233,-119.094574538602,-117.708528975788,-114.721089070485,892.241133880011,0.999096896411294,-119.080095485155,2.11335456649063,-123.146804819822,-120.505609308233,-119.094574538602,-117.708528975788,-114.721089070485
"dH_exp[8]",-105.708688706274,0.069325191176584,1.66978460174792,-109.028297851484,-106.762693947526,-105.739309635499,-104.592485116677,-102.35818926559,580.147936435553,0.999377445243195,-105.708688706274,1.66978460174792,-109.028297851484,-106.762693947526,-105.739309635499,-104.592485116677,-102.35818926559
"dH_exp[9]",-91.9184196928945,0.0509576222699924,1.61142150519696,-95.1136810446296,-92.933940474584,-91.9578421326501,-90.8354572703419,-88.7521426846688,1000,0.99900192954396,-91.9184196928945,1.61142150519696,-95.1136810446296,-92.933940474584,-91.9578421326501,-90.8354572703419,-88.7521426846688
"dH_exp[10]",-128.727851342342,0.0510358149176847,1.61389417382683,-131.959119053189,-129.681145531469,-128.693101887049,-127.745612702802,-125.447878261237,1000,0.999581341394738,-128.727851342342,1.61389417382683,-131.959119053189,-129.681145531469,-128.693101887049,-127.745612702802,-125.447878261237
"dH_exp[11]",-133.7183681886,0.0614784736005284,1.94412003648202,-137.436442793725,-135.013249449908,-133.746103292217,-132.412038208565,-129.938433044814,1000,0.999104908183977,-133.7183681886,1.94412003648202,-137.436442793725,-135.013249449908,-133.746103292217,-132.412038208565,-129.938433044814
"dH_exp[12]",-126.385339430353,0.0554221641166214,1.62883029077763,-129.572953981837,-127.449407723841,-126.415552256411,-125.328411091306,-123.196437858939,863.743344970846,0.999528311024364,-126.385339430353,1.62883029077763,-129.572953981837,-127.449407723841,-126.415552256411,-125.328411091306,-123.196437858939
"dH_exp[13]",-136.751781239893,0.0489595076798906,1.45421357222411,-139.496840485609,-137.751741016047,-136.769598555999,-135.797311459299,-133.834680469308,882.230977871102,1.00109333684409,-136.751781239893,1.45421357222411,-139.496840485609,-137.751741016047,-136.769598555999,-135.797311459299,-133.834680469308
"dH_exp[14]",-156.771568276916,0.0659728281476583,2.00261530036996,-160.770427991359,-158.0327404596,-156.788811902636,-155.47488186217,-152.576669765282,921.435321111965,0.999086626935732,-156.771568276916,2.00261530036996,-160.770427991359,-158.0327404596,-156.788811902636,-155.47488186217,-152.576669765282
"dH_exp[15]",-133.612658329889,0.0526742281837025,1.60900105172316,-136.880382414337,-134.666344311705,-133.632821528427,-132.532755305048,-130.387958710156,933.074443414453,0.999065396966926,-133.612658329889,1.60900105172316,-136.880382414337,-134.666344311705,-133.632821528427,-132.532755305048,-130.387958710156
"dH_exp[16]",-141.843277547654,0.0570348928912106,1.78023795939363,-145.306297144536,-143.057502352964,-141.820304601549,-140.593450984967,-138.441627672373,974.259958375744,0.999085897148508,-141.843277547654,1.78023795939363,-145.306297144536,-143.057502352964,-141.820304601549,-140.593450984967,-138.441627672373
"dH_exp[17]",-148.058515223704,0.0669498224607564,2.11713927919889,-152.111873790365,-149.496694906403,-148.072904622882,-146.752324213674,-144.046771321947,1000,1.00002192266972,-148.058515223704,2.11713927919889,-152.111873790365,-149.496694906403,-148.072904622882,-146.752324213674,-144.046771321947
"sigma_C[1]",0.530562931644708,0.00257069167301302,0.0812924084874996,0.403659498062187,0.472340946792857,0.520637129697531,0.575834588740459,0.719002323871844,1000,0.999028402266995,0.530562931644708,0.0812924084874996,0.403659498062187,0.472340946792857,0.520637129697531,0.575834588740459,0.719002323871844
"sigma_C[2]",0.839125521315231,0.0141532597538784,0.444867844969846,0.401989892332236,0.560954067303135,0.722295350032624,0.964206894785183,2.04654031020297,987.982103002888,1.00195625314148,0.839125521315231,0.444867844969846,0.401989892332236,0.560954067303135,0.722295350032624,0.964206894785183,2.04654031020297
"sigma_C[3]",0.304890979114434,0.00108781043637081,0.0343995864143343,0.246843928567332,0.281270259319099,0.302120223075783,0.323234962901585,0.379871996742812,1000,1.00081118688887,0.304890979114434,0.0343995864143343,0.246843928567332,0.281270259319099,0.302120223075783,0.323234962901585,0.379871996742812
"sigma_C[4]",0.729171456494335,0.0187953003408608,0.594359583840591,0.265222565436372,0.401281028586924,0.546568030173838,0.819352656580863,2.36003221435572,1000,1.0000098174959,0.729171456494335,0.594359583840591,0.265222565436372,0.401281028586924,0.546568030173838,0.819352656580863,2.36003221435572
"sigma_C[5]",0.512181128247146,0.00212567281025968,0.0646751379010743,0.408961913324947,0.465518640118318,0.503111574082681,0.553390993233791,0.654826456882501,925.72478575046,0.9992918944031,0.512181128247146,0.0646751379010743,0.408961913324947,0.465518640118318,0.503111574082681,0.553390993233791,0.654826456882501
"sigma_C[6]",0.753910618311775,0.00673485051851569,0.200139478076403,0.485325120318462,0.614261769777127,0.709294303085889,0.855907027104488,1.24133163967452,883.099429057807,1.001502533016,0.753910618311775,0.200139478076403,0.485325120318462,0.614261769777127,0.709294303085889,0.855907027104488,1.24133163967452
"sigma_C[7]",0.47268837687973,0.00217976263399711,0.0651318786047091,0.368820990442598,0.427526035517824,0.465457873241133,0.51138610746812,0.624787793744989,892.830057272686,0.999108475158586,0.47268837687973,0.0651318786047091,0.368820990442598,0.427526035517824,0.465457873241133,0.51138610746812,0.624787793744989
"sigma_C[8]",0.709618077867947,0.00405550522233459,0.127138183248227,0.512145626200298,0.621031805107599,0.692192085873607,0.777108256907245,1.00118655141113,982.793040736551,0.999433238267188,0.709618077867947,0.127138183248227,0.512145626200298,0.621031805107599,0.692192085873607,0.777108256907245,1.00118655141113
"sigma_C[9]",0.392064321202978,0.0022517645740458,0.071207048084636,0.28465006454277,0.340638259763694,0.379718437225955,0.432664753114096,0.566472719803732,1000,0.999260912233455,0.392064321202978,0.071207048084636,0.28465006454277,0.340638259763694,0.379718437225955,0.432664753114096,0.566472719803732
"sigma_C[10]",0.282210501280583,0.00192146942723797,0.0607621984445115,0.189257805199565,0.240074725422492,0.273546250038836,0.314891330435488,0.413316834748292,1000,0.999309250261597,0.282210501280583,0.0607621984445115,0.189257805199565,0.240074725422492,0.273546250038836,0.314891330435488,0.413316834748292
"sigma_C[11]",0.633410729810569,0.00236871365750816,0.074905302824738,0.50072117088583,0.578624065775534,0.627650648598239,0.681165488686999,0.793735885363376,1000,0.999028731214651,0.633410729810569,0.074905302824738,0.50072117088583,0.578624065775534,0.627650648598239,0.681165488686999,0.793735885363376
"sigma_C[12]",0.61027130945544,0.00292084129786007,0.0918939606893529,0.461725450600483,0.546280437794662,0.601162988622947,0.661872120035812,0.837277493432112,989.824090725586,0.999679924199409,0.61027130945544,0.0918939606893529,0.461725450600483,0.546280437794662,0.601162988622947,0.661872120035812,0.837277493432112
"sigma_C[13]",0.283890670902153,0.00193872145227324,0.0613077553781287,0.189395692956211,0.240939548551732,0.275075927888771,0.317666366979363,0.431825042774095,1000,0.999000753071522,0.283890670902153,0.0613077553781287,0.189395692956211,0.240939548551732,0.275075927888771,0.317666366979363,0.431825042774095
"sigma_C[14]",0.803622718563956,0.00355555637351443,0.11243656489434,0.621004432842924,0.726164782388369,0.791539032919163,0.863937727907472,1.06953363806458,1000,0.999292643441871,0.803622718563956,0.11243656489434,0.621004432842924,0.726164782388369,0.791539032919163,0.863937727907472,1.06953363806458
"sigma_C[15]",0.87391199365742,0.00694192640654363,0.214899368056052,0.565525190727039,0.71625422934903,0.832678585822224,0.981010398227606,1.38034386276921,958.319369610836,0.999244388227014,0.87391199365742,0.214899368056052,0.565525190727039,0.71625422934903,0.832678585822224,0.981010398227606,1.38034386276921
"sigma_C[16]",0.70334335478502,0.00269831958307096,0.0797827990344413,0.570772441346692,0.647441881398063,0.694697944271229,0.752110749674383,0.874382982056728,874.242201181989,0.999101575845579,0.70334335478502,0.0797827990344413,0.570772441346692,0.647441881398063,0.694697944271229,0.752110749674383,0.874382982056728
"sigma_C[17]",0.64984915770742,0.00236675766249152,0.0742809166679692,0.525446382303482,0.598866229812463,0.641501362784405,0.690593993373462,0.823626364981701,985.024256815341,0.999219420647652,0.64984915770742,0.0742809166679692,0.525446382303482,0.598866229812463,0.641501362784405,0.690593993373462,0.823626364981701
"sigma_N[1]",0.551365367701535,0.00267097048638972,0.0844635030007929,0.416183823954575,0.491992785824614,0.542585519903884,0.597065659928825,0.748262950459329,1000,0.999877657874292,0.551365367701535,0.0844635030007929,0.416183823954575,0.491992785824614,0.542585519903884,0.597065659928825,0.748262950459329
"sigma_N[2]",1.71766011742529,0.0311838642569365,0.920160392828869,0.754558198881841,1.12395040463818,1.48799587619534,2.00722738480593,3.99885679459087,870.69732204002,0.999037201332606,1.71766011742529,0.920160392828869,0.754558198881841,1.12395040463818,1.48799587619534,2.00722738480593,3.99885679459087
"sigma_N[3]",0.419373479424729,0.00141632034811987,0.0447879819650135,0.343514433818842,0.386400508841838,0.415618356308784,0.447595768693328,0.526125582956812,1000,0.999103057434561,0.419373479424729,0.0447879819650135,0.343514433818842,0.386400508841838,0.415618356308784,0.447595768693328,0.526125582956812
"sigma_N[4]",2.09255107281037,0.0532042983504183,1.63541132842211,0.833461351495442,1.24446997659567,1.67429772369475,2.36280477952245,5.82284509314686,944.844987008545,0.999104772162345,2.09255107281037,1.63541132842211,0.833461351495442,1.24446997659567,1.67429772369475,2.36280477952245,5.82284509314686
"sigma_N[5]",1.24050351456996,0.00496434853535446,0.15698648470641,0.977651640742635,1.13319378667086,1.22892291785455,1.32649239466123,1.60029765441451,1000,0.999021211350837,1.24050351456996,0.15698648470641,0.977651640742635,1.13319378667086,1.22892291785455,1.32649239466123,1.60029765441451
"sigma_N[6]",0.432174151899316,0.00332041526839446,0.103139351266,0.284038538764068,0.361752935142599,0.415662575566361,0.480766552650099,0.676838736508649,964.859298100951,0.999332201748389,0.432174151899316,0.103139351266,0.284038538764068,0.361752935142599,0.415662575566361,0.480766552650099,0.676838736508649
"sigma_N[7]",0.634233862935597,0.00293225981457301,0.0905448814455979,0.484909775821015,0.572597801965061,0.623740897485434,0.683510867037767,0.837800375970246,953.504861532615,0.999056562240105,0.634233862935597,0.0905448814455979,0.484909775821015,0.572597801965061,0.623740897485434,0.683510867037767,0.837800375970246
"sigma_N[8]",0.391629510689399,0.0020347662250737,0.0643449577721571,0.285534044019422,0.346600537838342,0.385334584089101,0.428980908898852,0.545706608075189,1000,0.999797491406084,0.391629510689399,0.0643449577721571,0.285534044019422,0.346600537838342,0.385334584089101,0.428980908898852,0.545706608075189
"sigma_N[9]",0.38637858813484,0.00215649118574297,0.0681942390102501,0.284189076985904,0.338656531266184,0.376185776874983,0.422238488516504,0.543178714507423,1000,0.999001319315936,0.38637858813484,0.0681942390102501,0.284189076985904,0.338656531266184,0.376185776874983,0.422238488516504,0.543178714507423
"sigma_N[10]",0.499194543772905,0.00298332527389381,0.0943410286665009,0.360276424638066,0.431051285696482,0.483263660360411,0.555229033627576,0.726069716318824,1000,0.999562069649236,0.499194543772905,0.0943410286665009,0.360276424638066,0.431051285696482,0.483263660360411,0.555229033627576,0.726069716318824
"sigma_N[11]",0.761174055963696,0.00292962633452161,0.0926429191029867,0.605678655718428,0.694359983584412,0.750786371318539,0.815701636151266,0.963276604994687,1000,0.999638686201198,0.761174055963696,0.0926429191029867,0.605678655718428,0.694359983584412,0.750786371318539,0.815701636151266,0.963276604994687
"sigma_N[12]",0.439055350912668,0.00200383165881764,0.0619839698892738,0.338591130450305,0.395449505394931,0.43098122623321,0.474754028624774,0.579578145774978,956.833359864879,1.00323608309626,0.439055350912668,0.0619839698892738,0.338591130450305,0.395449505394931,0.43098122623321,0.474754028624774,0.579578145774978
"sigma_N[13]",0.560555809328692,0.00351291111092634,0.111088003282396,0.396477057452671,0.482888398392007,0.5442522352391,0.621426060968942,0.81065725769267,1000,0.999001119225872,0.560555809328692,0.111088003282396,0.396477057452671,0.482888398392007,0.5442522352391,0.621426060968942,0.81065725769267
